company,penalty,lat,lon,city,industry,state
"VALERO RENEWABLE FUELS COMPANY, LLC",75347,40.189,-86.9028,Linden,oil & gas,Indiana
NUFARM AMERICAS INC,37500,41.6701,-87.7368,Alsip,fertilizers,Illinois
The Dow Chemicla Company,232500,43.6239,-84.2315,Midland,chemicals,Michigan
THE DOW CHEMICAL COMPANY,277500,43.6239,-84.2315,Midland,chemicals,Michigan
POET BIOREFINING,110000,43.9096,-95.0461,Bingham Lake,ethanol,Minnesota
AK STEEL CORPORATION,465000,39.5032,-84.3659,Middletown,metals,Ohio
3M COTTAGE GROVE INCINERATOR,50000,44.8161,-92.9274,Cottage Grove,diversified,Minnesota
FERRARA PAN CANDY CO,158500,41.8683,-87.8157,Forest Park,candy,Illinois
CHEVRON U.S.A. PRODUCTION COMPANY,5000,29.7868,-95.3905,Houston,oil & gas,Texas
Mid-Valley Pipeline Company,300000,32.9667,-93.1376,Haynesville,pipelines,Louisiana
"Farmland Industries, Inc.",750000,36.7356,-95.9451,Bartlesville,meatpacking,Oklahoma
La Gloria,624000,32.3184,-95.3065,Tyler,oil & gas,Texas
Alon USA,1956250,32.2387,-101.4802,Big Spring,oil & gas,Texas
Maverick Tube LLC (DBA Tenaris Conroe),43281,30.322,-95.4807,Conroe,diversified,Texas
Hilcorp Energy,5900,29.7868,-95.3905,Houston,oil & gas,Texas
Ms. Ignacia S. Moreno,411236,29.4128,-94.9658,Texas City,oil & gas,Texas
Trelleborg Offshore US Inc,27435,29.7868,-95.3905,Houston,polymer products,Texas
Ashland Inc.,25000,29.9765,-93.946,Port Neches,chemicals,Texas
"Nestle Professional Vitality (Chicago, IL)",65000,41.8373,-87.6861,Chicago,food products,Illinois
United States Cold Storage LP,30000,32.7814,-97.3473,Fort Worth,diversified,Texas
INEOS Nitriles USA LLC,174250,28.6181,-96.6278,Port Lavaca,chemicals,Texas
"WASTE MANAGEMENT OF NEBRASKA, INC",9999,41.3682,-96.1617,Bennington,waste management,Nebraska
"YRC, Inc. (Overland Park, KS)",36562,38.887,-94.687,Overland Park,freight services,Kansas
NEBRASKA BY PRODUCTS,1142937,40.7779,-99.7461,Lexington,food products,Nebraska
WASTE MANAGEMENT OF NEBRASKA,27500,41.3682,-96.1617,Bennington,waste management,Nebraska
ULTRAMAR DIAMOND SHAMROCK,33751,41.3099,-105.6086,Laramie,oil & gas,Wyoming
AMOCO PIPELINE CO.,45000,47.927,-102.9416,Keene,oil & gas,North Dakota
KENAN TRANSPORT CO,36896,35.9269,-79.039,Chapel Hill,trucking,North Carolina
PUBLIC SERVICE CO RIFLE GAS PLANT,50000,39.5361,-107.772,Rifle,power generation,Colorado
FRONTIER REFINING LLC,97000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
EP Energy E&P Company Babcock 2-12 B4 Well,9952,40.3587,-110.2886,Altamont,oil and gas,Utah
SAMSON RESOURCES COMPANY,12100,37.1178,-107.6375,Ignacio,private equity (including portfolio companies),Colorado
TEXACO EXPLORATION AND PRODUCTION,305000,37.2563,-109.303,Montezuma Creek,oil & gas,Utah
"Ryder (Miami, FL) Parent Company",180000,42.7677,-86.0984,Holland,logistics,Michigan
CHEMTRADE LOGISTICS (FORMERLY MARSULEX),164285,41.6528,-83.432,Oregon,chemicals,Ohio
INTERNATIONAL AUTOMOTIVE COMPONENTS A/K/A LEAR COR,35000,42.9822,-82.4387,Port Huron,investment management,Michigan
"SEVERSTAL DEARBORN, INC.",1690126,42.3127,-83.2129,Dearborn,metals,Michigan
Chevron U.S.A. Inc.,5000,37.9477,-122.339,Richmond,oil & gas,California
Interstate Brands Corporation,1125000,34.1818,-118.2468,Glendale,baked goods,California
Eastman Chemical Corporation,97900,33.924,-118.2017,Lynwood,chemicals,California
Weyerhaeuser,19343,33.893,-118.2275,Compton,forest products,California
Tony's Fine Foods,11000,39.1357,-121.6381,Yuba City,wholesalers-food products,California
CVS Caremark Corporation,6500,33.6872,-111.865,Scottsdale,retail-pharmacies,Arizona
"ArcelorMittal Warren, Inc.",79350,41.2388,-80.8177,Warren,steel,Ohio
Ardagh Glass Inc.,21402,40.172,-84.9766,Winchester,packaging,Indiana
Arch Chemicals,52000,47.6211,-122.3244,Seattle,chemicals,Washington
THE SHERWIN-WILLIAMS COMPANY,62400,41.4767,-81.6805,Cleveland,paints & coatings,Ohio
Nufarm Americas Inc.,22500,41.7485,-87.9198,Burr Ridge,fertilizers,Illinois
Nufarm Americas Inc.,105000,41.7485,-87.9198,Burr Ridge,fertilizers,Illinois
Golden Valley Electric Association LLC,110570,63.9454,-149.0152,Healy,utilities,Alaska
"Wilbur-Ellis Company (Central Ferry, WA)",12100,46.8014,-117.9026,La Crosse,chemicals,Washington
BASF Corporation,7500,40.7772,-74.3953,Florham Park,chemicals,New Jersey
Nestle Purina Petcare Company,395000,38.6358,-90.2451,Saint Louis,food products,Missouri
"HERESITE PROTECTIVE COATINGS, INC.",197317,44.0991,-87.6811,Manitowoc,paints & coatings,Wisconsin
CONSTELLIUM,15000,34.7436,-87.6344,Muscle Shoals,metals,Alabama
INEOS PHENOL,20000,30.5408,-88.1885,Theodore,chemicals,Alabama
PLAINS MARKETING LP,6000,30.6783,-88.1162,Mobile,pipelines,Alabama
HEXCEL CORP,20000,32.907,-111.7624,Casa Grande,composites,Arizona
LEHIGH SOUTHWEST CEMENT COMPANY,7000,37.3168,-122.0465,Cupertino,building materials,California
AIR LIQUIDE LARGE INDUSTRIES US LP,9000,38.0368,-122.2526,Rodeo,industrial gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,oil & gas,California
CHEVRON PRODUCTS COMPANY,9000,37.9477,-122.339,Richmond,oil & gas,California
LOS ESTEROS CRITICAL ENERGY FACILITY,7500,37.3018,-121.8485,San Jose,power generation,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
SPECIALTY MINERALS INC.,6250,34.4427,-116.9021,Lucerne Valley,minerals,California
THE BOEING CO-C-17 PROGRAM,17000,33.8059,-118.161,Long Beach,aerospace & military contracting,California
CHEVRON PRODUCTS CO,15000,33.9169,-118.4021,El Segundo,oil & gas,California
Tate & Lyle Ingredients Americas LLC (Decatur),79100,39.8556,-88.9337,Decatur,agribusiness,Illinois
"Tate & Lyle Ingredients Americas (Decatur, IL)",50000,39.8556,-88.9337,Decatur,agribusiness,Illinois
HENKEL ELECTRONIC MATERIALS LLC,5000,33.893,-118.2275,Compton,household & personal care products,California
CALIFORNIA STEEL INDUSTRIES INC,5000,34.0968,-117.4599,Fontana,steel,California
"Lucite International, Inc.",19100000,35.1047,-89.9773,Memphis,diversified,Tennessee
CHEVRON USA,6000,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA_(FORMERLY MIDWAY SUNSET OIL),11676,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA_(FORMERLY MIDWAY SUNSET OIL),6000,35.353,-119.036,Bakersfield,oil & gas,California
AERA ENERGY,9687,35.353,-119.036,Bakersfield,oil & gas,California
AERA ENERGY,8400,35.353,-119.036,Bakersfield,oil & gas,California
AERA ENERGY LLC,18170,35.353,-119.036,Bakersfield,oil & gas,California
CALIFORNIA RESOURCES PRODUCTION CORP,8000,35.353,-119.036,Bakersfield,oil & gas,California
OWENS BROCKWAY GLASS,6000,37.726,-121.444,Tracy,packaging,California
BALL WESTERN CAN COMPANY,11000,37.7616,-120.847,Oakdale,packaging,California
AERA ENERGY - KERN MIDWAY,18000,35.353,-119.036,Bakersfield,oil & gas,California
AERA ENERGY - KERN MIDWAY,16000,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA INC- HEAVY OIL,23000,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA-TAFT LIGHT OIL,36000,35.1267,-119.4242,Taft,oil & gas,California
CHEVRON USA INC- HEAVY OIL,13650,35.353,-119.036,Bakersfield,oil & gas,California
LINN OPERATING INC,10350,35.353,-119.036,Bakersfield,oil & gas,California
CHEVRON USA INC- HEAVY OIL,9000,35.353,-119.036,Bakersfield,oil & gas,California
AERA ENERGY LLC,7700,35.353,-119.036,Bakersfield,oil & gas,California
AERA ENERGY,9000,35.353,-119.036,Bakersfield,oil & gas,California
COVANTA DELANO INC  (FRMLY AES DELANO),9000,35.767,-119.2637,Delano,utilities,California
"Tyson Fresh Meats (Springdale, AR)",63375,40.7472,-86.3519,Logansport,poultry processing and meatpacking,Indiana
GUARDIAN INDUSTRIES CORP,9225,36.5242,-119.5608,Kingsburg,diversified,California
CHEVRON USA-TAFT LIGHT OIL,5600,35.1267,-119.4242,Taft,oil & gas,California
CHEVRON USA_(FORMERLY MIDWAY SUNSET OIL),20000,35.353,-119.036,Bakersfield,oil & gas,California
The Kroger Co. (Cincinnati),87000,40.0705,-82.425,Newark,retail-supermarkets,Ohio
CITGO PETROLEUM CORPORATION,2955000,41.6698,-87.983,Lemont,oil & gas,Illinois
"APPLETON COATED, LLC",15000,44.2643,-88.3064,Combined Locks,paper,Wisconsin
ALBERTA CLIPPER & SOUTHERN LIG,425000,46.7757,-92.1392,Duluth,pipelines,Minnesota
"HENKEL CONSUMER ADHESIVES, INC.",148000,41.6895,-81.3361,Mentor,household & personal care products,Ohio
Deere & Company,99000,41.482,-90.4919,Moline,agricultural equipment,Illinois
Hercules Incorporated,15000,40.1111,-83.1452,Dublin,chemicals,Ohio
TAMINCO INC,15000,40.5961,-75.4756,Allentown,chemicals,Pennsylvania
"Third Wave Technologies, Inc.",87400,43.0808,-89.3922,Madison,medical equipment,Wisconsin
MARTIN MARIETTA MAGNESIA SPECIALTIES,1175000,41.451,-83.364,Woodville,building materials,Ohio
RALSTON FOODS (SB),242336,39.7249,-82.6049,Lancaster,food products,Ohio
Country Fresh LLC (Flint),92400,43.0236,-83.6922,Flint,food products,Michigan
ORION ENGINEERED CARBONS/EVONIK DEGUSSA,266667,39.2815,-81.5971,Belpre,carbon black,Ohio
"TRIAD MINING, INC.",810171,38.8127,-87.2512,Edwardsport,coal mining,Indiana
LIPHATECH,738000,43.064,-87.9669,Milwaukee,agribusiness,Wisconsin
LONZA INC,7500,41.0333,-74.1333,Allendale,chemicals,New Jersey
Anderson Development Company,238262,41.8994,-84.0446,Adrian,diversified,Michigan
BREMNER FOOD GROUP INC. (SB),115310,42.4821,-89.0249,South Beloit,food products,Illinois
RENTECH ENERGY MIDWEST CORP.,79701,42.489,-90.6279,East Dubuque,biofuels; fertilizers,Illinois
RENTECH ENERGY MIDWEST CORP.,108000,42.489,-90.6279,East Dubuque,biofuels; fertilizers,Illinois
Bushmill's Ethanol (Atwater),85000,45.1356,-94.7769,Atwater,ethanol,Minnesota
"Five Star Mining, Inc.",75000,38.4919,-87.281,Petersburg,coal mining,Indiana
DOMTAR PORT EDWARDS MILL,90000,44.3484,-89.854,Port Edwards,paper products,Wisconsin
CHS Inc.,6000,44.2377,-95.6161,Tracy,agribusiness,Minnesota
AERA ENERGY LLC,13000,35.353,-119.036,Bakersfield,oil & gas,California
CALIFORNIA RESOURCES PRODUCTION CORP,9236,35.353,-119.036,Bakersfield,oil & gas,California
E&J GALLO WINERY,6860,37.3875,-120.7248,Livingston,wines,California
SHELL PIPELINE COMPANY LP,6000,35.6254,-119.6789,Lost Hills,oil & gas,California
PACIFIC ETHANOL STOCKTON,15225,37.9766,-121.3112,Stockton,ethanol,California
AERA ENERGY LLC,8500,35.353,-119.036,Bakersfield,oil & gas,California
KERN OIL & REFINING,6750,35.353,-119.036,Bakersfield,oil & gas,California
PLAINS LPG SERVICES LP,30000,35.4803,-119.2009,Shafter,pipelines,California
PHILLIPS66 - SANTA MARIA REFINERY,8750,35.1241,-120.5845,Arroyo Grande,oil & gas,California
Mueller Brass,453349,42.9822,-82.4387,Port Huron,metal products,Michigan
"Phibro-Tech, Inc.",151603,41.5193,-88.1501,Joliet,animal health products,Illinois
"OLDCASTLE SW GROUP, INC. DBA B&B EXCAVAT",28925,39.6368,-106.8157,Eagle,building materials,Colorado
ITW GRAPHICS,18000,41.7801,-72.5192,Manchester,industrial equipment,Connecticut
PERDUE FOODS LLC- MILFORD,5000,38.9091,-75.4224,Milford,poultry processing,Delaware
FORMOSA PLASTICS CORPORATION,60500,39.5743,-75.5939,Delaware City,chemicals,Delaware
AIR LIQUIDE INDUSTRIAL US LP,76125,39.5743,-75.5939,Delaware City,industrial gas,Delaware
"Total Petrochemicals & Refining USA, Inc.",80000,29.7868,-95.3905,Houston,oil & gas,Texas
HYUNDAI MOTOR AMERICA,100000000,33.7105,-117.9514,Fountain Valley,motor vehicles,California
SUZUKI CORPORATION OF AMERICA,885000,33.9255,-117.8654,Brea,motor vehicles,California
Shell Trading (US) Company,96799,29.7868,-95.3905,Houston,oil & gas,Texas
Caterpillar Inc.,20000,40.752,-89.6155,Peoria,construction equipment,Illinois
"Western Refining Company, L.P.",8130,33.3881,-111.9318,Tempe,oil & gas,Arizona
"Coffeyville Resources Refining & Marketing, LLC",28491,37.052,-95.6178,Coffeyville,diversified,Kansas
U.S. SUGAR CORPORATION,15250,26.7532,-80.9399,Clewiston,sugar,Florida
"CARGILL JUICE NORTH AMERICA, INC.",14400,27.5904,-81.5074,Avon Park,agribusiness,Florida
"GBW RAILCAR SERVICES, LLC",10000,31.7135,-83.2515,Fitzgerald,transporation equipment,Georgia
"GENERAL MILLS OPERATIONS, INC",8500,33.6049,-83.8465,Covington,food products,Georgia
DSM CHEMICALS NORTH AMERICA,800000,33.3645,-82.0708,Augusta,chemicals,Georgia
"NOVARTIS CONSUMER HEALTH, INC.",5000,40.8098,-96.6802,Lincoln,pharmaceuticals,Nebraska
THE SHAW GROUP,5000,34.5019,-82.021,Laurens,oilfield services,South Carolina
PSC METALS,199000,41.4767,-81.6805,Cleveland,diversified,Ohio
REPUBLIC ENGINEERED PRODUCTS,210000,41.4409,-82.184,Lorain,metals,Ohio
KERRY INC.,897133,38.4591,-90.0837,Millstadt,food products,Illinois
Birdseye Foods (Waseca),48356,44.0827,-93.5026,Waseca,private equity (including portfolio companies),Minnesota
Wayne Disposal Inc. (Belleville),18648,42.2022,-83.4838,Belleville,environmental services,Michigan
3M-COTTAGE GROVE ABRASIVES,30000,44.8161,-92.9274,Cottage Grove,diversified,Minnesota
Marney DeVroom,32600,41.5729,-87.2599,Lake Station,retail-convenience stores,Indiana
"Nufarm Americas, Inc.",6500,41.7485,-87.9198,Burr Ridge,fertilizers,Illinois
Keystone RV Company,21000,41.5741,-85.8304,Goshen,recreational vehicles,Indiana
Family Dollar Services,13000,35.1195,-80.7101,Matthews,retail-discount stores,North Carolina
Sanford L.P.,98800,41.8373,-87.9512,Oak Brook,housewares; home furnishings,Illinois
"CLYSAR, LLC",9000,41.8434,-90.2408,Clinton,chemicals,Iowa
GRAIN PROCESSING CORP,10000,41.4195,-91.068,Muscatine,agribusiness,Iowa
"Conagra Foods, Inc.",20733,41.9183,-88.1309,Carol Stream,food products,Illinois
United Industries Corporation d/b/a Spectrum Brand,6500,38.7672,-90.4276,Bridgeton,hardware,Missouri
PPG Industries Inc.,12480,41.4767,-81.6805,Cleveland,chemicals,Ohio
Stepan Company,66000,42.1026,-87.7791,Northfield,chemicals,Illinois
EMCO CHEMICAL DISTRIBUTORS INC,252000,42.3172,-87.8596,North Chicago,wholesalers-chemicals,Illinois
ALSCO INC,280587,41.8373,-87.6861,Chicago,linen and uniform rental,Illinois
TRILLA STEEL DRUM CORP,101627,41.8373,-87.6861,Chicago,packaging,Illinois
STEEL DYNAMICS INC.,169521,41.4274,-84.8721,Butler,steel,Indiana
ELI LILLY AND COMPANY,337500,39.7771,-86.1458,Indianapolis,pharmaceuticals,Indiana
DEGUSSA/GOLDSCHMIDT CHEMICAL,338628,40.5731,-89.7245,Mapleton,chemicals,Illinois
"BASF CONSTRUCTION CHEMICALS, LLC",43591,41.4767,-81.6805,Cleveland,chemicals,Ohio
TWEEN BRANDS INCORPORATED,10985,40.0808,-82.7897,New Albany,retail-apparel,Ohio
Meijer Inc. (Grand Rapids),25000,41.669,-85.7076,Middlebury,retail-supermarkets,Indiana
SPECTRO ALLOYS CORPORATION,70923,44.7465,-93.0662,Rosemount,aluminum recycling,Minnesota
HOLCIM (US) INC. (HOLNAM INC. DUNCEE CEMENT),159607,41.9643,-83.6636,Dundee,building materials,Michigan
BASF Corporation,6500,40.7772,-74.3953,Florham Park,chemicals,New Jersey
CRANE COMPOSITES INC,50000,41.4202,-88.2624,Channahon,industrial equipment,Illinois
VISTEON CORPORATION UTICA TRIM PLANT,5000,42.629,-83.0218,Utica,automotive parts,Michigan
GE PLASTICS,2151524,37.9364,-87.8955,Mount Vernon,chemicals,Indiana
H. KRAMER AND COMPANY,535737,41.8373,-87.6861,Chicago,metal services,Illinois
DENTSPLY L D CAULK DIVISION (WEST PLANT),30300,38.9091,-75.4224,Milford,medical supplies,Delaware
Minntech Corporation,16640,45.0224,-93.4615,Plymouth,medical equipment,Minnesota
KEMLITE COMPANY,1000000,41.4202,-88.2624,Channahon,industrial equipment,Illinois
ABBOTT LABS - N. CHICAGO PLANT,475672,42.3172,-87.8596,North Chicago,pharmaceuticals,Illinois
CITGO PETROLEUM CORP.,102750,41.6698,-87.983,Lemont,oil & gas,Illinois
"ISG Cleveland, Inc.",18421,41.4767,-81.6805,Cleveland,steel,Ohio
"Coca Cola Enterprises, Inc. (Alsip)",10478,41.6701,-87.7368,Alsip,beverages,Illinois
MERIT ENERGY (FORMERLY SHELL WESTERN E&P),1617954,44.244,-86.3242,Manistee,oil & gas,Michigan
Buckingham Coal Company,73500,39.5023,-82.0842,Glouster,coal mining,Ohio
"PULTE HOMES, INC",110779,42.578,-83.2457,Bloomfield Hills,homebuilding,Michigan
"ISG Cleveland, Inc.",11000,41.4767,-81.6805,Cleveland,steel,Ohio
"Ecolab, Inc.",62600,44.9477,-93.104,Saint Paul,cleaning products,Minnesota
"Lesco, Inc.",8900,41.4767,-81.6805,Cleveland,agricultural equipment,Ohio
Engineered Polymer Solutions d/b/a Valspar Coating,13090,41.9183,-88.1309,Carol Stream,paints & coatings,Illinois
CITGO PETROLEUM CORPORATION (UNO-VEN CO),862900,41.6698,-87.983,Lemont,oil & gas,Illinois
JUPITER ALUMINUM CORP.,2000000,41.617,-87.4908,Hammond,aluminum recycling,Indiana
ANCHOR GLASS CONTAINER CORP.,96901,39.0986,-84.8714,Lawrenceburg,private equity (including portfolio companies),Indiana
ROYSTER-CLARK NITROGEN,750000,39.1505,-84.7398,North Bend,fertilizers,Ohio
CEMEX,1400000,39.6829,-83.9413,Xenia,building materials,Ohio
MORTON SALT,99999,40.9737,-81.7846,Rittman,fertilizers; salt,Ohio
Cincinnati Paperboard (Caraustar),40000,39.1412,-84.5059,Cincinnati,packaging,Ohio
Ventura Foods,51100,43.6546,-93.364,Albert Lea,agribusiness,Minnesota
"Akzo Nobel Coatings, Inc.",14587,39.986,-82.9852,Columbus,paints & coatings,Ohio
"Big Lots Stores, Inc.",75720,39.986,-82.9852,Columbus,retail-closeout,Ohio
UNIVERSITY OF ILLINOIS,8555,40.1106,-88.1972,Urbana,university,Illinois
"Masterfoods USA, Inc.",8938,41.7485,-87.9198,Burr Ridge,food products,Illinois
"ITW  FOILS, PLASTICS, AND SECURITIES",52726,43.5966,-84.7759,Mount Pleasant,industrial equipment,Michigan
"PERDUE FARMS, INC.",17876,38.6592,-87.1721,Washington,poultry processing,Indiana
"Valmont Coatings, Inc.",35310,44.9635,-93.2678,Minneapolis,metal products,Minnesota
DEGUSSA CORPORATION,350000,39.2815,-81.5971,Belpre,chemicals,Ohio
Agriliance LLC,5000,41.1613,-85.4855,Columbia City,food products,Indiana
Spectro Alloys Corporation,199058,44.7465,-93.0662,Rosemount,aluminum recycling,Minnesota
S D Warren,586106,43.2281,-86.2562,Muskegon,pulp & paper,Michigan
"Stone & Webster Construction, Inc.",13406,42.2936,-86.2622,Covert,consumer electronics,Michigan
"Fujicolor Processing, Inc.",85500,41.6913,-85.9628,Elkhart,imaging products,Indiana
PHARMACIA & UPJOHN (P&U) - KAPI AND EMU,5000,42.2,-85.5906,Portage,pharmaceuticals,Michigan
BUZZI UNICEM USA - GREENCASTLE PLANT,5000,39.6431,-86.8419,Greencastle,building materials,Indiana
BAYER CROP SCIENCE LP,8800,37.9882,-87.5339,Evansville,chemicals,Indiana
NUFARM AMERICAS INC,26400,41.7485,-87.9198,Burr Ridge,fertilizers,Illinois
BAYER CROP SCIENCE LP,6500,41.9595,-87.9434,Bensenville,chemicals,Illinois
"NUFARM AMERICAS, INC",22100,41.7485,-87.9198,Burr Ridge,fertilizers,Illinois
"LONZA, INC",170000,39.1412,-84.5059,Cincinnati,chemicals,Ohio
THE SCOTTS COMPANY,11880,39.7712,-89.6539,Springfield,chemicals,Illinois
K-Mart Distribution Center,5000,44.7744,-93.4765,Shakopee,retail-department stores,Minnesota
"Steel Dynamics, Inc",40700,41.4274,-84.8721,Butler,steel,Indiana
Centex Corporation,210543,32.7937,-96.7662,Dallas,homebuilding,Texas
"ASSOCIATED MILK PRODUCERS, INC.",35000,44.0151,-92.4778,Rochester,food products,Minnesota
General Mills-West Chicago,70000,41.8958,-88.2252,West Chicago,food products,Illinois
Pace Dairy Foods,35000,40.0433,-86.8961,Crawfordsville,retail-supermarkets,Indiana
DUPONT FORT HILL PLANT,1168750,39.1505,-84.7398,North Bend,chemicals,Ohio
Steel Dynamics,150000,41.1613,-85.4855,Columbia City,steel,Indiana
"ESSROC MATERIALS, INC.",1650000,38.4028,-85.7706,Sellersburg,building materials,Indiana
"PHILLIPS PIPELINE CO., EAST ST. LOUIS TERMINAL",228768,38.5649,-90.1792,Cahokia,oil & gas,Illinois
PREMCOR REFINNING,11000,41.6578,-87.6812,Blue Island,oil & gas,Illinois
"HESS & CLARK, INC",31680,40.8668,-82.3156,Ashland,diagnostic kits and veterinary products,Ohio
"MORTON INTERNATIONAL, INC / ROHM & HASS CO.",5500,41.8373,-87.6861,Chicago,fertilizers; salt,Illinois
NUFARM AMERICAS INC,5500,41.9595,-87.9434,Bensenville,fertilizers,Illinois
SUMITOMO CORPORATION OF AMERICA,5500,41.9595,-87.9434,Bensenville,diversified,Illinois
BAYER CORPORATION,5500,41.6133,-87.5502,Calumet City,chemicals,Illinois
ITW Medalist,10000,42.0062,-87.9929,Elk Grove Village,industrial equipment,Illinois
Snow Manufacturing Company,19445,41.378,-81.6385,Independence,industrial equipment,Ohio
"Nerts, Inc.",17495,41.5518,-81.4691,Highland Heights,industrial equipment,Ohio
"Honeywell International, Inc.",36000,42.3834,-83.1024,Detroit,diversified,Michigan
"Rhodia, Inc.",10000,41.5101,-87.6347,Chicago Heights,chemicals,Illinois
Sysco Food Services/Cincinnati,11407,39.1412,-84.5059,Cincinnati,wholesalers-food products,Ohio
research organics,159672,41.4767,-81.6805,Cleveland,pharmaceuticals,Ohio
"WASTE MANAGEMENT OF MICHIGAN, INC.",11000,42.2774,-83.3877,Wayne,waste management,Michigan
GOPHER RESOURCE,49830,44.817,-93.1638,Eagan,private equity (including portfolio companies),Minnesota
"LTV STEEL COMPANY, INC.",14025,41.6484,-87.4536,East Chicago,steel,Indiana
"SUNOCO, INC.",425000,41.6528,-83.432,Oregon,pipelines,Ohio
